	ORF	Gene	SGDID	GO_Aspect	GO_Slim_Term	GOID	Feature_type	Feature_typed_Filtered
1062	YBL004W	UTP20	S000000100	P	rRNA processing	GO:0006364	ORF|Verified	True
1063	YBL004W	UTP20	S000000100	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
1067	YBL005W	PDR3	S000000101	P	response to chemical	GO:0042221	ORF|Verified	True
1068	YBL005W	PDR3	S000000101	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1072	YBL006C	LDB7	S000000102	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
1073	YBL006C	LDB7	S000000102	P	chromatin organization	GO:0006325	ORF|Verified	True
1074	YBL006C	LDB7	S000000102	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1086	YBL007C	SLA1	S000000103	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
1087	YBL007C	SLA1	S000000103	P	endocytosis	GO:0006897	ORF|Verified	True
1088	YBL007C	SLA1	S000000103	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
1094	YBL008W	HIR1	S000000104	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
1095	YBL008W	HIR1	S000000104	P	chromatin organization	GO:0006325	ORF|Verified	True
1096	YBL008W	HIR1	S000000104	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1103	YBL009W	ALK2	S000000105	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
1104	YBL009W	ALK2	S000000105	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1105	YBL009W	ALK2	S000000105	P	organelle fission	GO:0048285	ORF|Verified	True
1106	YBL009W	ALK2	S000000105	P	protein phosphorylation	GO:0006468	ORF|Verified	True
1116	YBL011W	SCT1	S000000107	P	lipid metabolic process	GO:0006629	ORF|Verified	True
1123	YBL013W	FMT1	S000000109	P	RNA modification	GO:0009451	ORF|Verified	True
1124	YBL013W	FMT1	S000000109	P	tRNA processing	GO:0008033	ORF|Verified	True
1131	YBL014C	RRN6	S000000110	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
1132	YBL014C	RRN6	S000000110	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
1137	YBL015W	ACH1	S000000111	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
1145	YBL016W	FUS3	S000000112	P	conjugation	GO:0000746	ORF|Verified	True
1146	YBL016W	FUS3	S000000112	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
1147	YBL016W	FUS3	S000000112	P	nuclear transport	GO:0051169	ORF|Verified	True
1148	YBL016W	FUS3	S000000112	P	protein phosphorylation	GO:0006468	ORF|Verified	True
1149	YBL016W	FUS3	S000000112	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
1150	YBL016W	FUS3	S000000112	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
1151	YBL016W	FUS3	S000000112	P	regulation of transport	GO:0051049	ORF|Verified	True
1152	YBL016W	FUS3	S000000112	P	response to chemical	GO:0042221	ORF|Verified	True
1153	YBL016W	FUS3	S000000112	P	signaling	GO:0023052	ORF|Verified	True
1154	YBL016W	FUS3	S000000112	P	transposition	GO:0032196	ORF|Verified	True
1161	YBL017C	PEP1	S000000113	P	protein targeting	GO:0006605	ORF|Verified	True
1167	YBL018C	POP8	S000000114	P	RNA catabolic process	GO:0006401	ORF|Verified	True
1168	YBL018C	POP8	S000000114	P	snoRNA processing	GO:0043144	ORF|Verified	True
1169	YBL018C	POP8	S000000114	P	tRNA processing	GO:0008033	ORF|Verified	True
1174	YBL019W	APN2	S000000115	P	DNA repair	GO:0006281	ORF|Verified	True
1175	YBL019W	APN2	S000000115	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
1181	YBL020W	RFT1	S000000116	P	lipid transport	GO:0006869	ORF|Verified	True
1185	YBL021C	HAP3	S000000117	P	cellular respiration	GO:0045333	ORF|Verified	True
1186	YBL021C	HAP3	S000000117	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
1187	YBL021C	HAP3	S000000117	P	response to chemical	GO:0042221	ORF|Verified	True
1188	YBL021C	HAP3	S000000117	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1194	YBL022C	PIM1	S000000118	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
1195	YBL022C	PIM1	S000000118	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1204	YBL023C	MCM2	S000000119	P	DNA recombination	GO:0006310	ORF|Verified	True
1205	YBL023C	MCM2	S000000119	P	DNA repair	GO:0006281	ORF|Verified	True
1206	YBL023C	MCM2	S000000119	P	DNA replication	GO:0006260	ORF|Verified	True
1207	YBL023C	MCM2	S000000119	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
1208	YBL023C	MCM2	S000000119	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
1213	YBL024W	NCL1	S000000120	P	RNA modification	GO:0009451	ORF|Verified	True
1214	YBL024W	NCL1	S000000120	P	response to chemical	GO:0042221	ORF|Verified	True
1215	YBL024W	NCL1	S000000120	P	response to oxidative stress	GO:0006979	ORF|Verified	True
1216	YBL024W	NCL1	S000000120	P	tRNA processing	GO:0008033	ORF|Verified	True
1221	YBL025W	RRN10	S000000121	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
1226	YBL026W	LSM2	S000000122	P	RNA splicing	GO:0008380	ORF|Verified	True
1227	YBL026W	LSM2	S000000122	P	mRNA processing	GO:0006397	ORF|Verified	True
1232	YBL027W	RPL19B	S000000123	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
1238	YBL028C	YBL028C	S000000124	P	biological_process	GO:0008150	ORF|Verified	True
1242	YBL029C-A	YBL029C-A	S000007591	P	biological_process	GO:0008150	ORF|Verified	True
1252	YBL030C	PET9	S000000126	P	cellular respiration	GO:0045333	ORF|Verified	True
1253	YBL030C	PET9	S000000126	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
1254	YBL030C	PET9	S000000126	P	ion transport	GO:0006811	ORF|Verified	True
1255	YBL030C	PET9	S000000126	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
1256	YBL030C	PET9	S000000126	P	transmembrane transport	GO:0055085	ORF|Verified	True
1263	YBL031W	SHE1	S000000127	P	chromosome segregation	GO:0007059	ORF|Verified	True
1264	YBL031W	SHE1	S000000127	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
1265	YBL031W	SHE1	S000000127	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1266	YBL031W	SHE1	S000000127	P	organelle fission	GO:0048285	ORF|Verified	True
1272	YBL032W	HEK2	S000000128	P	telomere organization	GO:0032200	ORF|Verified	True
1276	YBL033C	RIB1	S000000129	P	vitamin metabolic process	GO:0006766	ORF|Verified	True
1280	YBL034C	STU1	S000000130	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
1281	YBL034C	STU1	S000000130	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
1287	YBL035C	POL12	S000000131	P	DNA replication	GO:0006260	ORF|Verified	True
1288	YBL035C	POL12	S000000131	P	telomere organization	GO:0032200	ORF|Verified	True
1291	YBL036C	YBL036C	S000000132	P	biological_process	GO:0008150	ORF|Verified	True
1306	YBL038W	MRPL16	S000000134	P	mitochondrial translation	GO:0032543	ORF|Verified	True
1307	YBL038W	MRPL16	S000000134	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1311	YBL039C	URA7	S000000135	P	lipid metabolic process	GO:0006629	ORF|Verified	True
1312	YBL039C	URA7	S000000135	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
1325	YBL040C	ERD2	S000000136	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
1332	YBL041W	PRE7	S000000137	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1338	YBL042C	FUI1	S000000138	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
1339	YBL042C	FUI1	S000000138	P	transmembrane transport	GO:0055085	ORF|Verified	True
1342	YBL043W	ECM13	S000000139	P	biological_process	GO:0008150	ORF|Verified	True
1352	YBL045C	COR1	S000000141	P	cellular respiration	GO:0045333	ORF|Verified	True
1353	YBL045C	COR1	S000000141	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
1357	YBL046W	PSY4	S000000142	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
1358	YBL046W	PSY4	S000000142	P	protein dephosphorylation	GO:0006470	ORF|Verified	True
1359	YBL046W	PSY4	S000000142	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
1366	YBL047C	EDE1	S000000143	P	cytokinesis	GO:0000910	ORF|Verified	True
1367	YBL047C	EDE1	S000000143	P	endocytosis	GO:0006897	ORF|Verified	True
1368	YBL047C	EDE1	S000000143	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
1369	YBL047C	EDE1	S000000143	P	response to chemical	GO:0042221	ORF|Verified	True
1370	YBL047C	EDE1	S000000143	P	signaling	GO:0023052	ORF|Verified	True
1376	YBL049W	MOH1	S000000145	P	biological_process	GO:0008150	ORF|Verified	True
1381	YBL050W	SEC17	S000000146	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
1382	YBL050W	SEC17	S000000146	P	membrane fusion	GO:0061025	ORF|Verified	True
1383	YBL050W	SEC17	S000000146	P	organelle fusion	GO:0048284	ORF|Verified	True
1384	YBL050W	SEC17	S000000146	P	vacuole organization	GO:0007033	ORF|Verified	True
1385	YBL050W	SEC17	S000000146	P	vesicle organization	GO:0016050	ORF|Verified	True
1389	YBL051C	PIN4	S000000147	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
1390	YBL051C	PIN4	S000000147	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1391	YBL051C	PIN4	S000000147	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
1394	YBL052C	SAS3	S000000148	P	chromatin organization	GO:0006325	ORF|Verified	True
1395	YBL052C	SAS3	S000000148	P	histone modification	GO:0016570	ORF|Verified	True
1396	YBL052C	SAS3	S000000148	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
1397	YBL052C	SAS3	S000000148	P	protein acylation	GO:0043543	ORF|Verified	True
1405	YBL054W	TOD6	S000000150	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1409	YBL055C	YBL055C	S000000151	P	response to chemical	GO:0042221	ORF|Verified	True
1410	YBL055C	YBL055C	S000000151	P	response to oxidative stress	GO:0006979	ORF|Verified	True
1415	YBL056W	PTC3	S000000152	P	protein dephosphorylation	GO:0006470	ORF|Verified	True
1416	YBL056W	PTC3	S000000152	P	protein phosphorylation	GO:0006468	ORF|Verified	True
1417	YBL056W	PTC3	S000000152	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
1418	YBL056W	PTC3	S000000152	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
1419	YBL056W	PTC3	S000000152	P	response to osmotic stress	GO:0006970	ORF|Verified	True
1420	YBL056W	PTC3	S000000152	P	signaling	GO:0023052	ORF|Verified	True
1426	YBL057C	PTH2	S000000153	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1430	YBL058W	SHP1	S000000154	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
1431	YBL058W	SHP1	S000000154	P	chromosome segregation	GO:0007059	ORF|Verified	True
1432	YBL058W	SHP1	S000000154	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
1433	YBL058W	SHP1	S000000154	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
1434	YBL058W	SHP1	S000000154	P	organelle assembly	GO:0070925	ORF|Verified	True
1435	YBL058W	SHP1	S000000154	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1436	YBL058W	SHP1	S000000154	P	response to chemical	GO:0042221	ORF|Verified	True
1437	YBL058W	SHP1	S000000154	P	sporulation	GO:0043934	ORF|Verified	True
1438	YBL058W	SHP1	S000000154	P	vacuole organization	GO:0007033	ORF|Verified	True
1444	YBL059C-A	CMC2	S000007488	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1445	YBL059C-A	CMC2	S000007488	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
1454	YBL060W	YEL1	S000000156	P	lipid metabolic process	GO:0006629	ORF|Verified	True
1461	YBL061C	SKT5	S000000157	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
1462	YBL061C	SKT5	S000000157	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
1471	YBL063W	KIP1	S000000159	P	chromosome segregation	GO:0007059	ORF|Verified	True
1472	YBL063W	KIP1	S000000159	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
1473	YBL063W	KIP1	S000000159	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1474	YBL063W	KIP1	S000000159	P	organelle assembly	GO:0070925	ORF|Verified	True
1475	YBL063W	KIP1	S000000159	P	organelle fission	GO:0048285	ORF|Verified	True
1479	YBL064C	PRX1	S000000160	P	response to chemical	GO:0042221	ORF|Verified	True
1480	YBL064C	PRX1	S000000160	P	response to oxidative stress	GO:0006979	ORF|Verified	True
1486	YBL066C	SEF1	S000000162	P	biological_process	GO:0008150	ORF|Verified	True
1493	YBL068W	PRS4	S000000164	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
1504	YBL069W	AST1	S000000165	P	protein targeting	GO:0006605	ORF|Verified	True
1517	YBL071W-A	KTI11	S000007587	P	RNA modification	GO:0009451	ORF|Verified	True
1518	YBL071W-A	KTI11	S000007587	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
1519	YBL071W-A	KTI11	S000007587	P	tRNA processing	GO:0008033	ORF|Verified	True
1524	YBL072C	RPS8A	S000000168	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
1525	YBL072C	RPS8A	S000000168	P	rRNA processing	GO:0006364	ORF|Verified	True
1526	YBL072C	RPS8A	S000000168	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
1532	YBL074C	AAR2	S000000170	P	RNA splicing	GO:0008380	ORF|Verified	True
1533	YBL074C	AAR2	S000000170	P	mRNA processing	GO:0006397	ORF|Verified	True
1538	YBL075C	SSA3	S000000171	P	protein folding	GO:0006457	ORF|Verified	True
1539	YBL075C	SSA3	S000000171	P	protein targeting	GO:0006605	ORF|Verified	True
1540	YBL075C	SSA3	S000000171	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1541	YBL075C	SSA3	S000000171	P	transmembrane transport	GO:0055085	ORF|Verified	True
1544	YBL076C	ILS1	S000000172	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
1545	YBL076C	ILS1	S000000172	P	tRNA aminoacylation for protein translation	GO:0006418	ORF|Verified	True
1553	YBL078C	ATG8	S000000174	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
1554	YBL078C	ATG8	S000000174	P	membrane fusion	GO:0061025	ORF|Verified	True
1555	YBL078C	ATG8	S000000174	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1556	YBL078C	ATG8	S000000174	P	organelle assembly	GO:0070925	ORF|Verified	True
1557	YBL078C	ATG8	S000000174	P	protein targeting	GO:0006605	ORF|Verified	True
1558	YBL078C	ATG8	S000000174	P	vacuole organization	GO:0007033	ORF|Verified	True
1564	YBL079W	NUP170	S000000175	P	chromatin organization	GO:0006325	ORF|Verified	True
1565	YBL079W	NUP170	S000000175	P	chromosome segregation	GO:0007059	ORF|Verified	True
1566	YBL079W	NUP170	S000000175	P	nuclear transport	GO:0051169	ORF|Verified	True
1567	YBL079W	NUP170	S000000175	P	nucleus organization	GO:0006997	ORF|Verified	True
1568	YBL079W	NUP170	S000000175	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
1569	YBL079W	NUP170	S000000175	P	protein targeting	GO:0006605	ORF|Verified	True
1573	YBL080C	PET112	S000000176	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
1574	YBL080C	PET112	S000000176	P	mitochondrial translation	GO:0032543	ORF|Verified	True
1575	YBL080C	PET112	S000000176	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1585	YBL082C	ALG3	S000000178	P	lipid metabolic process	GO:0006629	ORF|Verified	True
1586	YBL082C	ALG3	S000000178	P	protein glycosylation	GO:0006486	ORF|Verified	True
1592	YBL084C	CDC27	S000000180	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
1593	YBL084C	CDC27	S000000180	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
1601	YBL085W	BOI1	S000000181	P	cell budding	GO:0007114	ORF|Verified	True
1609	YBL087C	RPL23A	S000000183	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
1616	YBL088C	TEL1	S000000184	P	DNA repair	GO:0006281	ORF|Verified	True
1617	YBL088C	TEL1	S000000184	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
1618	YBL088C	TEL1	S000000184	P	chromatin organization	GO:0006325	ORF|Verified	True
1619	YBL088C	TEL1	S000000184	P	histone modification	GO:0016570	ORF|Verified	True
1620	YBL088C	TEL1	S000000184	P	protein phosphorylation	GO:0006468	ORF|Verified	True
1621	YBL088C	TEL1	S000000184	P	telomere organization	GO:0032200	ORF|Verified	True
1630	YBL090W	MRP21	S000000186	P	mitochondrial translation	GO:0032543	ORF|Verified	True
1631	YBL090W	MRP21	S000000186	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1632	YBL090W	MRP21	S000000186	P	translational initiation	GO:0006413	ORF|Verified	True
1637	YBL091C	MAP2	S000000187	P	protein maturation	GO:0051604	ORF|Verified	True
1640	YBL091C-A	SCS22	S000007228	P	lipid metabolic process	GO:0006629	ORF|Verified	True
1645	YBL092W	RPL32	S000000188	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
1648	YBL093C	ROX3	S000000189	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
1649	YBL093C	ROX3	S000000189	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1665	YBL097W	BRN1	S000000193	P	DNA replication	GO:0006260	ORF|Verified	True
1666	YBL097W	BRN1	S000000193	P	chromosome segregation	GO:0007059	ORF|Verified	True
1667	YBL097W	BRN1	S000000193	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1668	YBL097W	BRN1	S000000193	P	organelle fission	GO:0048285	ORF|Verified	True
1674	YBL098W	BNA4	S000000194	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
1675	YBL098W	BNA4	S000000194	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
1676	YBL098W	BNA4	S000000194	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
1684	YBL099W	ATP1	S000000195	P	ion transport	GO:0006811	ORF|Verified	True
1685	YBL099W	ATP1	S000000195	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
1686	YBL099W	ATP1	S000000195	P	transmembrane transport	GO:0055085	ORF|Verified	True
1698	YBL101C	ECM21	S000000197	P	endocytosis	GO:0006897	ORF|Verified	True
1704	YBL102W	SFT2	S000000198	P	endosomal transport	GO:0016197	ORF|Verified	True
1710	YBL103C	RTG3	S000000199	P	mitochondrion organization	GO:0007005	ORF|Verified	True
1711	YBL103C	RTG3	S000000199	P	nuclear transport	GO:0051169	ORF|Verified	True
1712	YBL103C	RTG3	S000000199	P	protein targeting	GO:0006605	ORF|Verified	True
1713	YBL103C	RTG3	S000000199	P	response to chemical	GO:0042221	ORF|Verified	True
1714	YBL103C	RTG3	S000000199	P	signaling	GO:0023052	ORF|Verified	True
1715	YBL103C	RTG3	S000000199	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
1720	YBL104C	SEA4	S000000200	P	signaling	GO:0023052	ORF|Verified	True
1730	YBL105C	PKC1	S000000201	P	RNA catabolic process	GO:0006401	ORF|Verified	True
1731	YBL105C	PKC1	S000000201	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
1732	YBL105C	PKC1	S000000201	P	cytokinesis	GO:0000910	ORF|Verified	True
1733	YBL105C	PKC1	S000000201	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
1734	YBL105C	PKC1	S000000201	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
1735	YBL105C	PKC1	S000000201	P	organelle assembly	GO:0070925	ORF|Verified	True
1736	YBL105C	PKC1	S000000201	P	protein phosphorylation	GO:0006468	ORF|Verified	True
1737	YBL105C	PKC1	S000000201	P	signaling	GO:0023052	ORF|Verified	True
1743	YBL106C	SRO77	S000000202	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
1744	YBL106C	SRO77	S000000202	P	exocytosis	GO:0006887	ORF|Verified	True
1749	YBL107C	MIX23	S000000203	P	biological_process	GO:0008150	ORF|Verified	True
1755	YBL108C-A	PAU9	S000007592	P	biological_process	GO:0008150	ORF|Verified	True
1765	YBL111C	YBL111C	S000002151	P	biological_process	GO:0008150	ORF|Verified	True
